voyage_id	vessel_name	flag	place_of_slave_purchase	place_of_slave_disembarkation	total_embarked	total_disembarked	year_of_arrival	percent_men	percent_women	percent_children	captain's_name	resistance_label
101335	Richard	Great Britain	Antigua, port unspecified	Hampton	5	4	1751				Defoy, Jeremiah	
101336	Anne and Susanna	Great Britain	Barbados, port unspecified	Hampton	48	48	1751				Boyes, Michael	
101337	Diamond	Great Britain	St. Kitts, port unspecified	Hampton	14	13	1751				Wilson, Adam	
101338	Jubilee	Great Britain	Barbados, port unspecified	Hampton	11	10	1751				Snow, George	
101339	Frances	Great Britain	Barbados, port unspecified	Hampton	5	4	1751				Dunn, Joel	
101340	Providence	Great Britain	Barbados, port unspecified	Hampton	4	3	1751				Calvert, Saunders	
101341	Phoenix	Great Britain	Barbados, port unspecified	Hampton	4	3	1751				Kelly, Samuel	
101342	Hopewell	Great Britain	Barbados, port unspecified	South Potomac	37	36	1751				McDonald, Angus	
101343	Norfolk	Great Britain	Antigua, port unspecified	Hampton	2	1	1751				Boyd, Robert	
101344	Caesar	Great Britain	St. Kitts, port unspecified	Hampton	6	5	1751				Sword, James	
101345	Fanny	Great Britain	Barbados, port unspecified	York River	2	1	1751				Whitterong, William	
101346	Saint George	Great Britain	St. Kitts, port unspecified	York River	7	6	1751				Baker, Richard	
101347	Lilly	Great Britain	St. Kitts, port unspecified	York River	20	19	1752				Thomas, John	
101348	Phoenix	Great Britain	Barbados, port unspecified	Upper James River	12	11	1752				Kelly, Samuel	
101349	Bonaccord	Great Britain	Antigua, port unspecified	Rappahannock	6	5	1752				Nisbet, Joseph	
101350	Expedition	Great Britain	Barbados, port unspecified	Rappahannock	20	19	1753				Littledale, John	
101351	Hannah	Great Britain	Anguilla, port unspecified	Hampton	3	2	1753				White, Jesse	
101352	Lucky Gally	Great Britain	Providence	Hampton	4	3	1754				Joell, William	
101353	Rebecca	Great Britain	Antigua, port unspecified	Hampton	5	4	1754				Young, David	
101354	Providence	Great Britain	Barbados, port unspecified	Hampton	9	8	1754				McCall, Archibald	
101355	Fanny	Great Britain	Antigua, port unspecified	Hampton	9	8	1754				Haynes, William	
101356	Pride	Great Britain	Barbados, port unspecified	York River	7	6	1754				Bedford, Thomas	
101357	Charming Ann	Great Britain	Bermuda	York River	5	4	1754				Baker, Richard	
101358	Nancy	Great Britain	Barbados, port unspecified	York River	32	31	1754				Wallis, Richard	
101359	Betsey	Great Britain	Montserrat, port unspecified	Hampton	7	6	1754				Calvert, William	
101360	Rebecca	Great Britain	Antigua, port unspecified	Hampton	16	15	1754				Young, David	
101361	Judith	Great Britain	Barbados, port unspecified	York River	4	3	1754				Power, Jeffrey	
101362	Rose	Great Britain	Barbados, port unspecified	Hampton	41	40	1754				Cuthbert, William	
101363	Catherine and Mary	Great Britain	Montserrat, port unspecified	Hampton	3	3	1754	1	0	0	Righton, Stephen	
101364	Lucky Gally	Great Britain	Turk's Island	Hampton	3	2	1754				Joell, Solomon	
101365	Resolution	Great Britain	Turk's Island	York River	2	1	1727	1	0	0	Gibbs, Daniel	
101366	Ann	Great Britain	Turk's Island	Hampton	2	1	1746				Darrell, Samuel	
101367	Industry	Great Britain	Barbados, port unspecified	Hampton	3	2	1754				Calvert, Saunders	
101368	Charming Ann	Great Britain	Bermuda	Upper James River	5	4	1754				Godfrey, Edward	
101369	Caple	Great Britain	Jamaica, port unspecified	Hampton	2	1	1755				Mullins, William	
101370	Betsey	Great Britain	Bermuda	Upper James River	3	2	1755				Cocke, James	
101371	Charming Susanna	Great Britain	Jamaica, port unspecified	Hampton	56	54	1755				Wake, John	
101372	Fanny	Great Britain	Antigua, port unspecified	Hampton	4	3	1755				Peart, Francis	
101373	Frances	Great Britain	Barbados, port unspecified	Hampton	38	37	1755				Loyall, John	
101374	Kingston	Great Britain	Barbados, port unspecified	York River	2	1	1755				Thompkins, Robert	
101375	Charming Ann	Great Britain	Bermuda	Upper James River	3	2	1756				Baker, Richard	
101376	Sarah	Great Britain	New England	Hampton	5	4	1757				Caldwell, John	
101377	Polly and Hellen	Great Britain	Barbados, port unspecified	Hampton	9	8	1758				Calvert, John	
101378	Jamestown	Great Britain	Barbados, port unspecified	Hampton	2	1	1758				Peart, Francis	
101379	Frances	Great Britain	Antigua, port unspecified	Hampton	27	26	1758				Loyall, John	
101380	Nancy	Great Britain	St. Kitts, port unspecified	Accomac	11	10	1759				Lamont, Ardis	
101381	Industry	Great Britain	Barbados, port unspecified	Hampton	7	6	1760				Smallwood, Charles	
101382	Industry	Great Britain	Barbados, port unspecified	York River	6	5	1761				Smallwood, Charles	
101383	Molly	Great Britain	Bermuda	Accomac	6	5	1762	0.2	0.8	0	Peniston, Samuel	
101384	Rising Sun	Great Britain	Nantucket	Accomac	11	10	1762			1	Easterbrook, John	
101385	William	Great Britain	Boston	Upper James River	6	5	1762				Cox, Joseph	
101386	Duck	Great Britain	Piscataqua	Upper James River	4	3	1762				Vicker, William	
101387	Africa	Great Britain	Perth Amboy	Upper James River	16	15	1762				Hammond, Stephen	
101388	Pope's Head	Great Britain	Antigua, port unspecified	Hampton	19	18	1763				Adams, William	
101389	Duke of York	Great Britain	St. Kitts, port unspecified	Hampton	11	10	1763				Cooper, Benjamin	
101390	Greyhound	Great Britain	Grenada, port unspecified	Hampton	9	8	1763				Shaw, Alexander	
101391	John and Susanna	Great Britain	Antigua, port unspecified	York River	5	4	1763				Mudie, James	
101392	Batchelor	Great Britain	Barbados, port unspecified	Hampton	5	4	1764				Eastment, James	
101393	John	Great Britain	Barbados, port unspecified	Hampton	5	4	1764				Seymour, Stephen	
101394	Speedwell	Great Britain	Barbados, port unspecified	Hampton	2	1	1764				Mason, Nathaniel N.	
101395	Hoope	Great Britain	Barbados, port unspecified	Hampton	10	9	1764				Peart, Francis	
101396	Peggy	Great Britain	Antigua, port unspecified	Hampton	6	5	1764				Calvert, John	
101397	Susanna	Great Britain	Antigua, port unspecified	Hampton	11	10	1765				Westcott, John	
101398	Mary	Great Britain	Barbados, port unspecified	Hampton	3	2	1765				Caron, Daniel	
101399	Little Archey	Great Britain	Grenada, port unspecified	Hampton	13	8	1765				Consaull, Charles	
101400	Prince of Wales	Great Britain	Barbados, port unspecified	Hampton	33	32	1765				Edey, Solomon	
101401	Esther	Great Britain	Nevis, port unspecified	Hampton	12	11	1765				Harvey, Seth	
101402	Sally	Great Britain	Barbados, port unspecified	Hampton	4	3	1765				Hutchins, Thomas	
101403	Dolphin	Great Britain	Montserrat, port unspecified	Annapolis	5	4	1766				Outerbridge, John	
101404	Hawke	Great Britain	St. Kitts, port unspecified	Hampton	8	7	1767				Bayley, Wilson B.	
101405	Black Prince	Great Britain	Antigua, port unspecified	Hampton	41	40	1767				Thomas, Charles	
101406	Two Friends	Great Britain	Antigua, port unspecified	Hampton	10	9	1768				Keeble, Humphrey	
101407	Defyance	Great Britain	Antigua, port unspecified	Hampton	11	10	1768				Stewart, Roger	
101408	Content	Great Britain	St. Kitts, port unspecified	Hampton	5	4	1768				Martin, David	
101409	Clyde	Great Britain	Antigua, port unspecified	Upper James River	3	2	1769				Buchanan, Matthew	
101410	Darby	Great Britain	Salem	Upper James River	2	1	1769				Allen, John	
101411	Turtle	Great Britain	Barbados, port unspecified	Charleston	16	15	1697				Cunningham, Robert	
101412	Tartar	Great Britain	Jamaica, port unspecified	Charleston	41	40	1770				McCall, William	
101413	Africa	Great Britain	Grenada, port unspecified	Charleston	10	9	1770				Sewell, James	
101414	Nancy	Great Britain	Rhode Island, port unspecified	Charleston	2	1	1773	1	0	0	Earl, John	
101415	Eliza	Great Britain	Kingston	Charleston	24	23	1785				Bennett, Robert	
101416	Neptune	Great Britain	Kingston	Charleston	20	19	1786				Thomson, Archibald	
101417	Jean [Jane?]	Great Britain	Kingston	Charleston	10	10	1786				Minott, Amos	
101418	Brothers	U.S.A.	Jamaica, port unspecified	Charleston	42	41	1786				Glyn	
101419	Williams	Great Britain	Dominica, port unspecified	Charleston	14	13	1787				Hill	
101420	Friendship	U.S.A.	Jamaica, port unspecified	Charleston	13	12	1787				Murray	
101421	Hannah Maria	Great Britain	Perth Amboy	Potomac river	2	1	1713				Fell, Christopher	
101422	 	Great Britain	Barbados, port unspecified	Potomac river	2	1	1717				Alexander, Robert	
101423	William and John	Great Britain	Barbados, port unspecified	Rappahannock	9	8	1700				Wilkinson, William	
101424	Friendly Society	Great Britain	Barbados, port unspecified	Rappahannock	13	12	1700				Studley, John	
101425	Batchellour	Great Britain	Barbados, port unspecified	Lower James River	7	6	1702				Mabb, William	
101426	William	Great Britain	Barbados, port unspecified	Lower James River	7	6	1702				Boswell, William	
101427	Virgin	Great Britain	Barbados, port unspecified	Upper James River	3	2	1700				Goodwyn, Thomas	
101428	Friendship	Great Britain	Barbados, port unspecified	Rappahannock	7	6	1699				Hamell, Hans	
101429	Hopewell	Great Britain	Barbados, port unspecified	South Potomac	3	2	1699				Jenkins, John	
101430	Virgin	Great Britain	Barbados, port unspecified	Upper James River	7	6	1700				Goodwyn, Thomas	
101431	William and Mary	Great Britain	Barbados, port unspecified	Upper James River	7	6	1701				Hunt, Joseph	
101432	York Merchant	Great Britain	Barbados, port unspecified	Upper James River	7	6	1701				Beams, Ralph	
101433	Saint John	Great Britain	Barbados, port unspecified	Lower James River	7	6	1701				Atkinson, John	
101434	Jane and Margett	Great Britain	Barbados, port unspecified	Lower James River	7	6	1701				Guillam, Peter	
101435	Amity	Great Britain	Jamaica, port unspecified	Lower James River	7	6	1701				Rivers, Richard	
101436	Phenix	Great Britain	Jamaica, port unspecified	Lower James River	7	6	1701				Plowman, Daniel	
101437	Elizabeth	Great Britain	Jamaica, port unspecified	Lower James River	7	6	1701				Ware, Humphrey	
101438	Constant Jane	Great Britain	Barbados, port unspecified	York River	7	6	1701				King, Samuel	
101439	Sligo Merchant	Great Britain	Barbados, port unspecified	Potomac river	7	6	1702				Dingworth, Robert	
101440	Hester	Great Britain	Jamaica, port unspecified	Potomac river	5	4	1702				James, Elisha	
101441	Little John	Great Britain	Barbados, port unspecified	Potomac river	7	6	1702				Martin, Jacob	
101442	Westover	Great Britain	Barbados, port unspecified	Upper James River	7	6	1702				Goodwyn, Thomas	
101443	Margaret	Great Britain	New York	Upper James River	7	6	1701				Vantilbrough, Jacob	
101444	Industry	Great Britain	Barbados, port unspecified	Upper James River	7	6	1701				Wasey, Joseph	
101445	Lyon	Great Britain	Barbados, port unspecified	Upper James River	14	13	1702				Dows, Jonathan	
101446	Virgin	Great Britain	Barbados, port unspecified	Upper James River	7	6	1702				Nosworthy, Joseph	
101447	Abraham	Great Britain	Barbados, port unspecified	Rappahannock	7	6	1702				Street, John	
101448	Bristol	Great Britain	Barbados, port unspecified	Rappahannock	7	6	1702				Thomas, John	
101450	Patty	Great Britain	St. Kitts, port unspecified	Philadelphia	2	2	1772	0	0	1	Basden, Joseph	
101458	Industry	Great Britain	Antigua, port unspecified	North Carolina, port unspecified	5	5	1785				Henson, Nicholas	
101464	Hercules	Great Britain	Antigua, port unspecified	Georgia, port unspecified	25	24	1787				Russell, Hugh	
101480	Eliza	U.S.A.	Antigua, port unspecified	Charleston	39	39	1784				Craig, James	
101492	Nassau	Great Britain	New Providence	North Carolina, port unspecified	2	2	1737				Fraser, William	
101528	Industry	Great Britain	New Providence	South Carolina, port unspecified	1	1	1751				Thompson, John	
101549	Live Oak	Great Britain	New Providence	Georgia, port unspecified	50	48	1786				McKan, Daniel	
101550	Eugenia	Great Britain	New Providence	Amelia Island	2	2	1814				Rodrigues, D.	
101551	Bezsheba	Great Britain	Bermuda	North Carolina, port unspecified	2	2	1720	1	0	0	Sharp, Benjamin	
101567	Dolphin	Great Britain	Barbados, port unspecified	New London	8	8	1729				Baldwin, Phineus	
101568	John and Robert	Great Britain	Barbados, port unspecified	Rhode Island, port unspecified	6	6	1729				Little, Robert	
101576	Bohemia Industry	Great Britain	Barbados, port unspecified	Maryland, port unspecified	21	20	1731				Delamontagne, Joseph	
101591	Hallifax	Great Britain	Barbados, port unspecified	Cape Fear	5	5	1752				Mauger, George	
101592	Sally	Great Britain	Barbados, port unspecified	Philadelphia	120	115	1752				Newbold, Samuel	
101594	Batchelor	Great Britain	Barbados, port unspecified	Cape Fear	11	11	1752				Gill, Henry	
101603	Molly and Sally	Great Britain	Barbados, port unspecified	Cape Fear	10	10	1753				Wilmhurst, John	
101608	Ann	Great Britain	Barbados, port unspecified	Perth Amboy	25	24	1753				Dobson, Peter	
101619	Pembroke	Great Britain	Barbados, port unspecified	South Carolina, port unspecified	50	48	1764				Mountany, Punish	
101620	Mally	Great Britain	Barbados, port unspecified	South Carolina, port unspecified	30	29	1764				Mackie, Richard	
101648	Nancy	Great Britain	Barbados, port unspecified	Georgia, port unspecified	6	6	1786				Murrow, James	
101653	John	Great Britain	Barbados, port unspecified	South Carolina, port unspecified	12	12	1786				Willis, John	
101661	Minerva	Great Britain	Barbados, port unspecified	Georgia, port unspecified	6	6	1788				Hopkins, George	
101756	Nouvelle Orleans	Spain / Uruguay	Dominica, port unspecified	New Orleans	135	129	1789				Pinett, Francis	
101757	Jeune Felicité	Spain / Uruguay	Dominica, port unspecified	Louisiana	90	88	1789				Millot, [Philip/Felipe?]	
101765	Jeune Felicité	Spain / Uruguay	Dominica, port unspecified	New Orleans	86	82	1789				Millot, [Philip/Felipe?]	
101775	Mississippi	Spain / Uruguay	Dominica, port unspecified	New Orleans	125	119	1789				Delagnes	
101788	Governor Miró	Spain / Uruguay	Dominica, port unspecified	New Orleans	121	121	1788				Clarke, Daniel	
101835	Catalan	Spain / Uruguay	Dominica, port unspecified	New Orleans	100	100	1788				Fuiguet, Jerome	
101836	Navarro	Spain / Uruguay	Dominica, port unspecified	New Orleans	57	43	1788				Irwin, Thomas	
101841	Mississippi	Spain / Uruguay	Dominica, port unspecified	New Orleans	125	119	1788				Delagne	
101842	Jeune Felicité	Spain / Uruguay	Dominica, port unspecified	New Orleans	125	119	1788				Millot, Felipe	
101856	Minerva	Spain / Uruguay	Dominica, port unspecified	New Orleans	55	53	1789				Maitre	
101857	Favery	Spain / Uruguay	Dominica, port unspecified	New Orleans	98	94	1789				Amandre	
101860	Lelado	Spain / Uruguay	Dominica, port unspecified	New Orleans	100	96	1789				Bougand	
101864	Catalin	Spain / Uruguay	Dominica, port unspecified	Louisiana	105	104	1788				Cains, Joseph	
101923	Jeune Felicité	Spain / Uruguay	Roseau	New Orleans	60	57	1791				Millet, P.	
101934	Gayero	Spain / Uruguay	Roseau	New Orleans	22	21	1791				Smale, W.	
101978	Kitty	Great Britain	Grenada, port unspecified	Savannah	2	2	1765				Austin, John	
101999	Harvey	Great Britain	Grenada, port unspecified	South Carolina, port unspecified	4	4	1765				Dickinson, William	
102014	Burke	Great Britain	Grenada, port unspecified	Philadelphia	4	4	1765				Burrows, Arthur	
102015	Industry	Great Britain	Grenada, port unspecified	Georgia, port unspecified	13	13	1766				Hughes, Phil	
102055	Wilmington	Great Britain	Grenada, port unspecified	North Carolina, port unspecified	4	4	1766				Kirk, William	
102065	Speedwell	Great Britain	Grenada, port unspecified	Savannah	20	20	1766				Buntin, John	
102073	Isabella	Great Britain	Grenada, port unspecified	Savannah	3	3	1765				Martin, Isaac	
102077	Sally	Great Britain	Grenada, port unspecified	Georgia, port unspecified	50	48	1767				Goré, George	
102079	Nancy	Great Britain	Grenada, port unspecified	Georgia, port unspecified	11	11	1767				McCleash, Adam	
102080	Leliah and Susanna	Great Britain	Grenada, port unspecified	Georgia, port unspecified	15	15	1767				Walden	
102081	Christian	Great Britain	Grenada, port unspecified	Georgia, port unspecified	40	38	1767				Steele, Henry	
102083	Lewis and Alexander	Great Britain	Grenada, port unspecified	Georgia, port unspecified	5	5	1767				Birchman, L	
102086	Sally	Great Britain	Grenada, port unspecified	Cape Fear	10	10	1767				Gardner, Thomas	
102134	Two Friends	Great Britain	St. Kitts, port unspecified	Charleston	30	23	1784				McAllister, Alexander	
102135	Betsy	Great Britain	St. Kitts, port unspecified	Georgetown	20	19	1784				Lane, James	
102136	Rainbold	Great Britain	St. Kitts, port unspecified	South Carolina, port unspecified	8	8	1784				Darrell, Josiah	
102137	Dolphin	Great Britain	St. Kitts, port unspecified	Charleston	39	39	1785				Furguson (a) Firguin, William	
102138	Convert	Great Britain	St. Kitts, port unspecified	Charleston	29	28	1785				Humphreys, John	
102233	Sukey and Nancy	Great Britain	Barbados, port unspecified	Charleston	90	86	1773				Newbold, Thomas	
102235	Friendship	Great Britain	Barbados, port unspecified	South Carolina, port unspecified	32	31	1773				Clarke, Val	
102248	Francis	Great Britain	Barbados, port unspecified	Roanoke	10	10	1774				Robinson, James	
102250	Venus	Great Britain	Barbados, port unspecified	Mississippi	140	134	1774				Barry, Patrick	
102253	Mentor	Great Britain	Barbados, port unspecified	Savannah	10	10	1775				Bragg, Thomas	
102261	Sisters	Great Britain	Barbados, port unspecified	Mississippi	200	191	1775				Wilkinson, D	
102276	Dunmore	Great Britain	Antigua, port unspecified	Virginia, port unspecified	30	29	1772				Marnex, John	
102283	Hero	Great Britain	Antigua, port unspecified	South Carolina, port unspecified	6	6	1772				Chadwick, Charles	
102287	Nancy	Great Britain	Antigua, port unspecified	Roanoke	12	12	1772				Valentine, Alexander	
102294	Industry	Great Britain	Antigua, port unspecified	Florida, port unspecified	46	44	1772				Moncrieff, John	
